id,title,vote_average,vote_count,release_date,runtime,original_language,overview,popularity,poster_path,genres,production_companies,production_countries,spoken_languages,platform,clean_title
150401,Close Range,6.559,281,2015-12-11,80,English,"A rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff, his obedient deputies, and a dangerous drug cartel in order to protect his sister and her young daughter.",13.393,/6Zc07HWRtcdd6opwNKKjYIWllil.jpg,"Action, Crime","entropy, bleiberg entertainment, compound b, underdogg entertainment",United States of America,English,Prime Video,close range
1017,Swiss Family Robinson,6.897,281,1960-12-21,126,English,"After being shipwrecked, the Robinson family is marooned on an island inhabited only by an impressive array of wildlife. In true pioneer spirit, they quickly make themselves at home but soon face a danger even greater than nature: dastardly pirates. A rousing adventure suitable for the whole family, this Disney adaptation of the classic Johann Wyss novel stars Dorothy McGuire and John Mills as Mother and Father Robinson.",13.408,/3ZItm1RcdwNuPnCaaqEFGrbVlcO.jpg,"Adventure, Family",walt disney productions,United States of America,"English, Italian",Disney Plus,swiss family robinson
120827,The Hound of the Baskervilles,6.868,280,1959-05-04,87,English,"When a nobleman is threatened by a family curse on his newly inherited estate, detective Sherlock Holmes is hired to investigate.",11.888,/gJNscfPsBnQRdIjjdrTIHVCRwvY.jpg,"Mystery, Thriller, Horror","hammer film productions, united artists",United Kingdom,"German, English",Prime Video,the hound of the baskervilles
3079,Mansfield Park,6.673,280,1999-11-12,112,English,"When spirited young woman, Fanny Price is sent away to live on the great country estate of her rich cousins, she's meant to learn the ways of proper society. But while Fanny learns 'their' ways, she also enlightens them with a wit and sparkle all her own.",12.043,/8wmitt5MhUovjDzxhVfWIifnnnV.jpg,"Romance, Drama","hal films, bbc film",United Kingdom,English,Netflix,mansfield park
3672,Benji,6.95,279,2018-03-16,87,English,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.",19.472,/79pacM3h5FoETnfuRC6O2qPfzn4.jpg,"Crime, Drama, Family","blumhouse productions, symbolic exchange","United Arab Emirates, United States of America",English,Netflix,benji
506,Orlando,6.91,279,1992-12-11,90,English,"England, 1600. Queen Elizabeth I promises Orlando, a young nobleman obsessed with poetry, that she will grant him land and fortune if he agrees to satisfy a very particular request.",7.567,/nTJNWBDhqucCYA3I0eeSyaZoag8.jpg,"Drama, Fantasy","mikado film, adventure pictures, rio, sigma pictures, lenfilm","France, Italy, Netherlands, Russia, United Kingdom","English, French, Russian, Turkish",Prime Video,orlando
71468,Ink,6.356,278,2009-01-23,106,English,"Invisible forces exert power over us in our sleep. A mercenary named Ink, on a literal nightmare mission, captures the spirit of 8-year-old Emma in the dream world. To save her, the dream-givers marshal all their resources, focusing on saving the soul of Emma's tragically broken father.",9.908,/9vYyX7c8gZtxuqd6SiRukRb4gRd.jpg,"Action, Fantasy",double edge films,United States of America,English,Prime Video,ink
1929,Grand Hotel,6.948,278,1932-05-25,112,English,"Guests at a posh Berlin hotel struggle through worry, scandal, and heartache.",11.747,/2j7dxqIlGHdTaaUW9s4Z5zfp9qS.jpg,"Drama, Romance",metro-goldwyn-mayer,United States of America,English,Netflix,grand hotel
2187,Stage Fright,6.7,275,1950-02-23,110,English,A struggling actress tries to help a friend prove his innocence when he's accused of murdering the husband of a high-society entertainer.,9.826,/l43OTqhib8do1WwXig8JI8Y68Fd.jpg,Thriller,warner bros. pictures,United Kingdom,English,Prime Video,stage fright
149,Amateur,6.415,275,2018-04-06,96,English,14-year-old basketball phenom Terron Forte has to navigate the under-the-table world of amateur athletics when he is recruited to an elite NCAA prep school.,7.893,/nWUvlNxKSMdegAoY5eMOqPwMKIb.jpg,Drama,mandalay pictures,United States of America,English,Netflix,amateur
448,Fearless,6.927,274,1993-10-15,122,English,"After a terrible air disaster, survivor Max Klein emerges a changed person. Unable to connect to his former life or to wife Laura, he feels godlike and invulnerable. When psychologist Bill Perlman is unable to help Max, he has Max meet another survivor, Carla Rodrigo, who is wracked with grief and guilt since her baby died in the crash which she and Max survived.",10.377,/yiCAa85nJJDFiq0LmZ2Fgvu4RgY.jpg,Drama,"spring creek productions, warner bros. pictures",United States of America,English,Netflix,fearless
50796,Blood and Chocolate,5.427,274,2007-01-26,98,English,A young teenage werewolf is torn between honoring her family's secret and her love for a man.,9.834,/5fjyqkMly7L00CsWqoKtFtdeKyW.jpg,"Drama, Fantasy, Horror, Romance","daniel bobker productions, berrick filmproduktion, blood & chocolate productions ltd, lakeshore entertainment, metro-goldwyn-mayer","Romania, Germany, United Kingdom, United States of America","English, Polish, Portuguese",Prime Video,blood and chocolate
125974,Halloweentown High,6.526,274,2004-10-08,82,English,"Marnie Piper prepares to begin a new school year, she asks the Halloweentown Hot Witches' Council to work toward openness between Halloweentown and the mortal world. She proposes to bring a group of Halloweentown students to her own high school in the mortal world.",15.975,/dJsmptwkTWbxk1NwLAKeoYtcTuJ.jpg,"Adventure, Comedy, Family, Fantasy, TV Movie",reel fx creative studios,United States of America,English,Disney Plus,halloweentown high
116817,Rudderless,7.222,273,2014-10-17,105,English,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",10.071,/4ONoY4ElKF1lrRDBgkFDROXQPpS.jpg,"Music, Drama, Comedy","amberdale productions, unified pictures, tee rob pictures, dog pond productions",United States of America,English,Prime Video,rudderless
43908,London,5.923,272,2005-09-03,92,English,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,12.366,/gCxDOdb9LnL1i3d53vV6DjaembV.jpg,"Drama, Action, Romance","nfts, destination films, silver nitrate, lhr productions inc.","United Kingdom, United States of America",English,Prime Video,london
2498,My Favorite Martian,5.585,272,1999-02-11,94,English,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",12.304,/pOp4xriDEFUy2uN0BfnHJcjzqWt.jpg,"Comedy, Drama, Family, Science Fiction",walt disney pictures,United States of America,English,Disney Plus,my favorite martian
8588,Killing Me Softly,5.452,271,2002-05-10,100,English,A woman grows suspicious of her controlling husband after she discovers secrets about the women in his past.,21.929,/pgfFJw7mqAmJdZizrJ6oOK0ejOZ.jpg,Thriller,"noelle entertainment limited, the montecito picture company","United Kingdom, United States of America",English,Prime Video,killing me softly
2166,Return to Paradise,6.435,270,1998-08-10,109,English,"Lewis, Sheriff and Tony are three friends vacationing in Malaysia. Sheriff and Tony eventually leave to pursue careers in New York, but Lewis stays behind to work with orangutans. Two years later, Sheriff and Tony learn that, because of their past actions, Lewis has been arrested for drug possession. With Lewis facing a death sentence, the friends are left with a difficult decision: return to Malaysia and split Lewis' sentence, or let him die.",9.138,/pyG7kAIF7KLddn7G1jOXOgvM2rG.jpg,"Drama, Thriller, Romance","tetragram, propaganda films, polygram filmed entertainment",United States of America,English,Prime Video,return to paradise
3467,Hud,7.271,268,1963-05-28,112,English,"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, ""I always say the law was meant to be interpreted in a lenient manner.""",14.327,/A168bF52vmAIGkC2Qafj7M2EmaE.jpg,"Western, Drama",paramount,United States of America,English,Prime Video,hud
26085,Mutiny on the Bounty,6.983,265,1962-11-08,185,English,"The Bounty leaves Portsmouth in 1787. Its destination: to sail to Tahiti and load bread-fruit. Captain Bligh will do anything to get there as fast as possible, using any means to keep up a strict discipline. When they arrive at Tahiti, it is like a paradise for the crew, something completely different than the living hell aboard the ship. On the way back to England, officer Fletcher Christian becomes the leader of a mutiny.",16.368,/caxk06SANEacvycZFiApv1LA6Kl.jpg,"Adventure, Drama, History","arcola pictures, metro-goldwyn-mayer",United States of America,"English, French, Dutch, Samoan",Netflix,mutiny on the bounty
32596,Sahara,5.907,264,2017-02-01,86,French,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.,12.774,/9p8SQYNazWavpMzhN0OIuZm0HgI.jpg,"Adventure, Animation, Comedy, Family","mikros image, la station d'animation, studiocanal, m6 films, transfilm international, canal+, mandarin production","Canada, France","English, French",Netflix,sahara
2907,Superstar,5.3,264,1999-10-08,82,English,"Orphan Mary Katherine Gallagher, an ugly duckling at St. Monica High School, has a dream: to be kissed soulfully. She decides she can realize this dream if she becomes a superstar, so her prayers, her fantasies and her conversations with her only friend focus on achieving super-stardom.",11.536,/vfBUCPe6wgt3SwNP7dKlqh8xeyO.jpg,Comedy,"snl studios, paramount, broadway pictures",United States of America,English,Netflix,superstar
5077,Cousins,7.9,260,2019-12-10,83,Portuguese,"Lucas is a young man who lives with his religious aunt Lourdes in a quiet country town. He helps his aunt by holding religious meetings with the ladies of the area, in the living room, playing biblical songs on the keyboard. This quiet life will end as soon as the charitable aunt communicates the arrival of another nephew, Mario, just out of jail. The clash of reality between the cousins ends up causing unusual situations, and an unexpected attraction among the boys.",10.912,/2o0pzmuQKFhuPnz4hvpfjd3BlNR.jpg,"Comedy, Romance, Drama","maca entretenimento, tla releasing",Brazil,"English, Portuguese",Netflix,cousins
640,Diabolique,5.5,259,1996-03-22,107,English,"The wife and mistress of a cruel school master collaborate in a carefully planned and executed scheme to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The psychological strain starts to weigh on the two women when a retired police investigator begins looking into the man's disappearance on a whim.",9.39,/zSW4A35r7Vpz0ainYJGb2QVwCh0.jpg,"Mystery, Thriller, Horror","marvin worth productions, abc productions, morgan creek, warner bros. pictures",United States of America,"English, Italian",Prime Video,diabolique
94405,Safe,6.924,258,1995-06-23,119,English,An upper middle-class housewife suffering from various unexplained symptoms of illness comes to believe that she is suffering from multiple chemical sensitivity and moves into a secluded facility to recover.,10.814,/2O71QsBkbqdLqQdx2yuNpJ4pFPq.jpg,Drama,"american playhouse, killer films, chemical films, kardana films, good machine, arnold semler, film4 productions","United Kingdom, United States of America","English, Spanish",Netflix,safe
158842,My Scientology Movie,6.601,258,2016-05-05,99,English,"Following a long fascination with the religion and with much experience in dealing with eccentric, unpalatable and unexpected human behavior, the beguilingly unassuming Theroux won't take no for an answer when his request to enter the Church's headquarters is turned down. Inspired by the Church's use of filming techniques, and aided by ex-members of the organization, Theroux uses actors to replay some incidents people claim they experienced as members in an attempt to better understand the way it operates. In a bizarre twist, it becomes clear that the Church is also making a film about Louis Theroux.",10.45,/mTAZFb79cum6bfU41C96DwMCp6Y.jpg,Documentary,"red box films, bbc film","United Kingdom, United States of America",English,Netflix,my scientology movie
156726,Hush,5.655,258,1998-03-06,95,English,"Jackson and Helen are in love and about to have their first child when they move in with Jackson's mother, Martha, in order to take care of the family estate. But all is not well in this household. Martha is jealous of her son's affection for Helen, and, despite her Southern smile, she's starting to act strangely. As Helen tries to create a happy home life, Martha attempts to divide the family so that Jackson will become hers alone.",9.784,/8MYep3CqMoPZPbuISXPqzIEpuPv.jpg,"Drama, Thriller",tristar pictures,United States of America,English,Netflix,hush
3783,Croupier,6.724,257,1998-06-25,94,English,"Jack Manfred is an aspiring writer who to make ends meet, takes a job as a croupier. Jack remains an observer, knowing that everything in life is a gamble and that gamblers are born to lose. Inevitably, he gets sucked into the world of the casino which takes its toll on his relationships and the novel he is writing.",9.732,/uaWqZXnXe5agLUjAqS0Cg8dq3Rw.jpg,"Drama, Thriller","arte, la sept-arte, little bird, film4 productions","France, Ireland, United Kingdom","English, Italian",Netflix,croupier
4568,Best of the Best,6.475,255,1989-11-10,97,English,A team from the United States is going to compete against Korea in a Tae Kwon Do tournament. The team consists of fighters from all over the country--can they overcome their rivalry and work together to win?,12.714,/jB1I9LihBFKzJlRhpOPzbEXdgKc.jpg,Action,"the movie group, svs films",United States of America,"English, Korean",Netflix,best of the best
183911,The Clapper,4.865,252,2018-01-26,89,English,Eddie Krumble works as a paid audience member for infomercials and experiences a whirlwind of overnight fame after a late-night talk show host publicizes his frequent infomercial appearances.,6.692,/vsm2gxPoZDzG3ocTArrK8ak7go4.jpg,Comedy,"pacific electric picture company, cedarvale pictures, ltd films, oriah entertainment, skit bags entertainment",United States of America,English,Netflix,the clapper
103027,Much Ado About Nothing,6.858,250,2012-09-08,107,English,A modern retelling of Shakespeare's classic comedy about two pairs of lovers with different takes on romance and a way with words.,9.469,/kDUEegV4P8odhUTjHE2e2kWMZo3.jpg,Comedy,bellwether pictures,United States of America,English,Netflix,much ado about nothing
136564,Macbeth,7.092,250,1971-12-20,141,English,"Scotland, 11th century. Driven by the twisted prophecy of three witches and the ruthless ambition of his wife, warlord Macbeth, bold and brave, but also weak and hesitant, betrays his good king and his brothers in arms and sinks into the bloody mud of a path with no return, sown with crime and suspicion.",8.324,/35wNrDYuZjVCLurOmTZ5j490iuR.jpg,"War, Drama","caliban films, playboy enterprises","United Kingdom, United States of America",English,Prime Video,macbeth
276,Milk Money,6.335,249,1994-08-31,108,English,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",15.858,/od8SCOMLDq4iRYaHNqihQVn1SNE.jpg,"Comedy, Romance","the kennedy/marshall company, paramount",United States of America,English,Prime Video,milk money
4787,Little Man Tate,6.506,249,1991-09-06,99,English,"Dede is a sole parent trying to bring up her son Fred. When it is discovered that Fred is a genius, she is determined to ensure that Fred has all the opportunities that he needs, and that he is not taken advantage of by people who forget that his extremely powerful intellect is harboured in the body and emotions of a child.",12.001,/eXf4xhJEc9c2NElBrExmiWFe4Pz.jpg,"Drama, Family",orion pictures,United States of America,"English, French, Hungarian",Prime Video,little man tate
143472,Into the Grizzly Maze,5.319,248,2015-02-27,94,English,Two estranged brothers reunite at their childhood home in the Alaskan wild. They set out on a two-day hike and are stalked by an unrelenting grizzly bear.,11.061,/i5GbFCeZ0fG5xb2ta6B3yNgzIM7.jpg,"Action, Horror, Thriller","purple pictures, indomitable entertainment, paul schiff productions","Canada, United States of America",English,Netflix,into the grizzly maze
810,Kazaam,4.161,248,1996-07-17,93,English,"When Max fools a gang of local toughs, he finds himself in big trouble. Fleeing from the thugs, Max runs into an old warehouse and bumps into a boom box. By doing that, he manages to release Kazaam, a genie who has been held captive for thousands of years.",11.356,/k6kXq27UVxf7zGCWSvygYYIp9eP.jpg,"Fantasy, Comedy, Family","touchstone pictures, interscope communications, polygram filmed entertainment, universal pictures",United States of America,English,Disney Plus,kazaam
170937,Win It All,5.655,248,2017-03-11,88,English,A gambling addict faces a conflict when entrusted with keeping a bunch of money that isn't his.,6.413,/aEc69JY0azD9PwYtwS2RFwoyFOT.jpg,Comedy,"forager film, garrett doubles down",United States of America,English,Netflix,win it all
25856,Wuthering Heights,6.621,248,1992-10-16,105,English,"Young orphan Heathcliff is adopted by the wealthy Earnshaw family and moves into their estate, Wuthering Heights. Soon, the new resident falls for his compassionate foster sister, Cathy. The two share a remarkable bond that seems unbreakable until Cathy, feeling the pressure of social convention, suppresses her feelings and marries Edgar Linton, a man of means who befits her stature. Heathcliff vows to win her back.",12.083,/fYjS2FFChGZGhJI15sY78m0V9mu.jpg,"Drama, Romance",paramount,"United Kingdom, United States of America",English,Prime Video,wuthering heights
174551,Obsession,6.589,247,1976-08-01,99,English,A wealthy New Orleans businessman becomes obsessed with a young woman who resembles his wife.,10.372,/bkPgbZQPqQG0LMSu32SDhTQVGen.jpg,"Thriller, Mystery, Drama","yellowbird productions, columbia pictures",United States of America,English,Prime Video,obsession
95583,Savages,5.6,244,1995-12-15,88,Italian,A group of Italian tourists on a Caribbean holiday finds itself stranded on a deserted island after a plane crash.,7.33,/75cmp0XY6NzH4aC6JUfw5CrBcFS.jpg,Comedy,medusa film,Italy,Italian,Netflix,savages
31617,El Cid,6.856,243,1961-10-24,182,English,"Epic film of the legendary Spanish hero, Rodrigo Diaz (""El Cid"" to his followers), who, without compromising his strict sense of honour, still succeeds in taking the initiative and driving the Moors from Spain.",13.179,/a6DY3LDlXFUDuXm47zXTOfiisxP.jpg,"Action, Drama, History, Romance, War","samuel bronston productions, dear film, allied artists pictures","Italy, United States of America","English, Latin",Prime Video,el cid
37382,Domino,4.6,243,2019-05-31,89,English,"Seeking justice for his partner’s murder by an ISIS member, a Copenhagen police officer finds himself caught in a cat and mouse game with a duplicitous CIA agent who is using the killer as a pawn to trap other ISIS members.",9.461,/4ExrDZRhhmZkveXMjUzywc6266q.jpg,"Crime, Thriller","n279 entertainment, backup media, schønne film, zilvermeer productions, recalcati multimedia, saban, action brand, beluga tree, proximus, global road entertainment, ciné+, canal+","Belgium, Denmark, France, Italy, Netherlands","Arabic, English, French",Netflix,domino
1012,Old Yeller,6.911,242,1957-12-25,84,English,"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.",17.212,/Xe7AB0ffhGPSdBZ4qJ9AKJfllL.jpg,"Adventure, Drama, Family, Western",walt disney productions,United States of America,English,Disney Plus,old yeller
5357,Iron Will,6.62,242,1994-01-14,108,English,"When Will Stoneman's father dies, he is left alone to take care of his mother and their land. Needing money to maintain it, he decides to join a cross country dogsled race. This race will require days of racing for long hours, through harsh weather and terrain. This young man will need a lot of courage and a strong will to complete this race.",12.895,/6Ujbtp0NklUoQ67s32HyW6R5540.jpg,"Adventure, Family, Action",walt disney pictures,United States of America,English,Disney Plus,iron will
2084,Newsies,6.7,240,1992-04-10,121,English,"A week in the life of the exploited, child newspaper sellers in turn-of-the-century New York. When their publisher, Joseph Pulitzer, tries to squeeze a little more profit out of their labours, they organize a strike, only to be confronted with the Pulitzer's hard-ball tactics.",16.951,/5ajf5NllMaJFemM21WQDeNxZQ0F.jpg,"Family, Drama, History, Music","walt disney pictures, touchwood pacific partners 1",United States of America,English,Disney Plus,newsies
47404,Mind Game,7.5,239,2004-08-07,103,Japanese,"The film follows Nishi, a loser who has a crush on his childhood girlfriend. After an encounter with the Japanese mafia, the film follows Nishi as he journeys to heaven and back, and ends up trapped in an even more unlikely place.",12.999,/e5mV1iVcjg7nkpJrskQOnFCR4H9.jpg,"Animation, Romance, Comedy, Drama, Fantasy","studio4℃, asmik ace entertainment, rentrak japan, beyond c.",Japan,Japanese,Netflix,mind game
96373,Broken,6.907,237,2012-08-22,91,English,Three suburban English families' lives intertwine with tragic consequences.,11.538,/cNeDPyJdeV4Gzs3TcVthM8AJYHW.jpg,Drama,"cuba pictures, bbc film, bill kenwright films, wild bunch, bfi, lipsync productions","France, United Kingdom",English,Netflix,broken
164226,Maximum Ride,4.909,237,2016-09-30,88,English,"Six children genetically cross-bred with avian DNA, complete with wings, take flight around the country to discover their origins.",9.898,/9xMMUsqz7MxQUPToJqhfYAebQBo.jpg,"Action, Adventure, Comedy, Fantasy, Science Fiction, Thriller","jp entertainment, studio71, g2",United States of America,English,Prime Video,maximum ride
25856,Wuthering Heights,7.207,237,1939-04-07,104,English,"The Earnshaws are Yorkshire farmers during the early 19th Century. One day, Mr. Earnshaw returns from a trip to the city, bringing with him a ragged little boy called Heathcliff. Earnshaw's son, Hindley, resents the child, but Heathcliff becomes companion and soulmate to Hindley's sister, Catherine. After her parents die, Cathy and Heathcliff grow up wild and free on the moors and despite the continued enmity between Hindley and Heathcliff they're happy -- until Cathy meets Edgar Linton, the son of a wealthy neighbor.",17.306,/tA3ZaItWqhoruqhvbnJM4WWrHfF.jpg,"Drama, Romance","samuel goldwyn productions, united artists",United States of America,English,Prime Video,wuthering heights
4476,Big Business,6.321,237,1988-06-10,97,English,"In the 1940s in the small town of Jupiter Hollow, two sets of identical twins are born in the same hospital on the same night. One set to a poor local family and the other to a rich family just passing through. The dizzy nurse on duty accidentally mixes the twins unbeknown to the parents. Our story flashes forward to the 1980s where the mismatched sets of twins are about to cross paths.",11.438,/dxbXbR1P44caMUKtBdq7sX6aSgw.jpg,Comedy,"touchstone pictures, silver screen partners iii",United States of America,"English, Italian",Disney Plus,big business
132,Jade,5.367,236,1995-10-13,95,English,"Someone does a nasty hatchet job on a San Francisco big shot and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the lawman emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",12.143,/lPkDrz6e5DWkKailsx3mIjtq0GF.jpg,"Thriller, Mystery","paramount, robert evans company, adelson-baumgarten productions",United States of America,English,Prime Video,jade
81229,Red,6.162,235,2008-08-08,93,English,"Avery, a reclusive older man, has a best friend in his dog, Red. When three teens kill Red without reason, Avery sets out for justice and redemption, attempting to follow the letter of the law. But when the law fails him, and the boys' father clearly defines right and wrong in his own way, Avery must avenge himself by any means possible.",14.799,/eCDOdRVL4SQcUJWA9SAOpTeggIx.jpg,"Drama, Thriller","billy goat pictures, tenk",United States of America,English,Netflix,red
58806,Smart People,5.851,235,2008-04-11,95,English,"Professor Lawrence Wetherhold might be imperiously brilliant, monumentally self-possessed and an intellectual giant -- but when it comes to solving the conundrums of love and family, he's as downright flummoxed as the next guy.",6.908,/igIl4RKxOEYvhQGKCvM6vCRMiVm.jpg,"Comedy, Drama, Romance","gem global entertainment magyar, miramax, sherazade film development, groundswell productions, qed international, corduroy films, visitor pictures, chesterfield writer's film project",United States of America,English,Netflix,smart people
5039,Dragonslayer,6.428,235,1981-06-26,108,English,The sorcerer and his apprentice Galen are on a mission to kill an evil dragon to save the King’s daughter from being sacrificed according to a pact that the King himself made with the dragon to protect his kingdom.,14.125,/dDRK8lbFSt2M3UVDvdG5kMSJUjt.jpg,"Fantasy, Adventure","paramount, walt disney productions",United States of America,English,Prime Video,dragonslayer
145,Bad Boys,7.0,233,1983-03-25,123,English,Mick O'Brien is a young Chicago street thug torn between a life of petty crime and the love of his girlfriend. But when the heist of a local drug dealer goes tragically wrong Mick is sentenced to a brutal juvenile prison where violence is a rite of passage and respect is measured in vengeance.,14.026,/5nHZ3wflOifKJMUcTCw0isKhmCv.jpg,"Crime, Drama, Thriller",emi films,United States of America,English,Netflix,bad boys
6593,Freaky Friday,6.139,231,1976-12-17,95,English,"School girl Annabel is hassled by her mother, and Mrs. Andrews is annoyed with her daughter, Annabel. They both think that the other has an easy life. On a normal Friday morning, both complain about each other and wish they could have the easy life of their daughter/mother for just one day and their wishes come true as a bit of magic puts Annabel in Mrs. Andrews' body and vice versa. They both have a Freaky Friday.",13.053,/8kHZmN4Ao70LTgaiUti23Zl7fFq.jpg,"Fantasy, Comedy, Family",walt disney productions,United States of America,English,Disney Plus,freaky friday
117107,Miss Meadows,5.713,230,2014-09-12,88,English,"Miss Meadows is a school teacher with impeccable manners and grace. However, underneath the candy-sweet exterior hides a ruthless gun-toting vigilante who takes it upon herself to right the wrongs in the world by whatever means necessary. For Miss Meadows, bad behavior is simply unforgivable.",10.865,/fpYXvWGKPwk51UTk8hqo0qE13qk.jpg,Drama,"wiretap films, myriad pictures",United States of America,English,Prime Video,miss meadows
7026,Summer School,6.369,226,1987-07-22,97,English,"A high-school gym teacher has big plans for the summer, but is forced to cancel them to teach a ""bonehead"" English class for misfit goof-off students. Fortunately, his unconventional brand of teaching fun field trips begins to connect with them, and even inspires ardor in some.",14.056,/s1Ad6q0XnVS6u1yoaYghHw5dskv.jpg,Comedy,paramount,United States of America,English,Prime Video,summer school
3115,Flawless,6.126,226,1999-11-26,112,English,An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons - with the drag queen next door.,16.778,/fkwkkUnaTmhaWt2OGBRepYr7yB5.jpg,"Comedy, Drama",metro-goldwyn-mayer,United States of America,English,Prime Video,flawless
116413,Life Partners,5.782,225,2014-12-05,95,English,A 29-year-old lawyer  and her lesbian best friend experience a dramatic shift in their longtime bond after one enters a serious relationship.,7.816,/434samTfccB2N7zl0saWp9ev5pL.jpg,"Romance, Comedy","sandia media, haven entertainment, minerva productions, red crown productions",United States of America,English,Prime Video,life partners
5298,Human Nature,5.993,225,2001-09-12,96,English,"A philosophical burlesque, Human Nature follows the ups and downs of an obsessive scientist, a female naturalist, and the man they discover, born and raised in the wild. As scientist Nathan trains the wild man, Puff, in the ways of the world - starting with table manners - Nathan's lover Lila fights to preserve the man's simian past, which represents a freedom enviable to most.",9.643,/8FlxH4q1plGzdoJmK2VHgap3Ly7.jpg,"Drama, Comedy","senator film, fine line features, studiocanal, good machine, beverly detroit, partizan","France, United States of America",English,Netflix,human nature
692,Solo,5.422,224,2018-08-03,100,Spanish,"After falling off a cliff and suffering substantial injures, for 48 long hours a young surfer must face a merciless nature and his own physical and mental agony to try to survive.",8.09,/tBNhoYT3OUb9J09tc4vp4rjeGAD.jpg,"Thriller, Drama, Adventure","playa jarugo, miramar media entertaiment, gold tower producciones, filmax, fargo entertainment",Spain,Spanish,Netflix,solo
6665,Dracula,6.3,224,1979-07-20,109,English,"Romanticized adaptation of Bram Stoker's 1897 classic. Count Dracula is a subject of fatal attraction to more than one English maiden lady, as he seeks an immortal bride.",18.989,/1PpwPzMJGR4FmKunEYcB0kW0uAj.jpg,"Horror, Romance","the mirisch company, universal pictures","United States of America, United Kingdom","English, Dutch, Romanian",Netflix,dracula
124851,Delirium,5.7,222,2018-05-10,96,English,"A man recently released from a mental institute inherits a mansion after his parents die. After a series of disturbing events, he comes to believe it is haunted.",13.069,/j2jIkjrASnjtwCmCNDwh9LDWvq9.jpg,"Thriller, Horror","appian way, blumhouse productions, gk films, universal pictures",United States of America,English,Netflix,delirium
3723,Hamlet,7.493,222,1948-12-10,153,English,"Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’s Hamlet continues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists.",13.349,/woO9SgU2vTRMZeG0YqOLeoIqlzC.jpg,Drama,"two cities films, j. arthur rank organisation",United Kingdom,English,Prime Video,hamlet
1883,Bulworth,6.313,222,1998-05-15,108,English,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,12.423,/aVZLgPn9LvkAkIQq0QhOcgetsgv.jpg,"Comedy, Drama",20th century fox,United States of America,English,Prime Video,bulworth
3712,Soapdish,6.213,221,1991-05-31,97,English,"Celeste Talbert is the star of the long-running soap opera ""The Sun Also Sets."" With the show's ratings down, Celeste's ruthlessly ambitious co-star, Montana Moorehead, and the show's arrogant producer, David Seton Barnes, plot to aggravate her into leaving the show by bringing back her old flame, Jeffrey Anderson, and hiring her beautiful young niece, Lori Craven.",14.538,/8iIHog4asUWOZS7Pc4t9ouYFc3N.jpg,Comedy,paramount,United States of America,English,Prime Video,soapdish
4721,American Outlaws,6.066,220,2001-08-17,94,English,"When a Midwest town learns that a corrupt railroad baron has captured the deeds to their homesteads without their knowledge, a group of young ranchers join forces to take back what is rightfully theirs. They will become the object of the biggest manhunt in the history of the Old West and, as their fame grows, so will the legend of their leader, a young outlaw by the name of Jesse James.",16.868,/bfHkHstHIBpDAokujviWZw3mL8M.jpg,"Western, Action",morgan creek,United States of America,English,Netflix,american outlaws
